"","continent","new_cases_smoothed_per_million","new_deaths_smoothed_per_million","people_fully_vaccinated_per_hundred","stringency_index","population_density","aged_65_older","cardiovasc_death_rate","diabetes_prevalence","life_expectancy","human_development_index","is_island","month"
"30343","Europe",19.816,0,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30344","Europe",20.343,0.026,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30345","Europe",20.633,0.026,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30346","Europe",20.185,0.026,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30347","Europe",19.895,0.026,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30348","Europe",20.291,0.026,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30349","Europe",19.816,0.026,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30350","Europe",20.475,0.026,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30351","Europe",20.185,0.053,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30352","Europe",20.528,0.053,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30353","Europe",19.579,0.053,0,37.96,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30354","Europe",19.21,0.053,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30355","Europe",20.027,0.053,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30356","Europe",20.528,0.053,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30357","Europe",20.08,0.105,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30358","Europe",20.449,0.079,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30359","Europe",20.264,0.079,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30360","Europe",21.107,0.079,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30361","Europe",20.633,0.184,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30362","Europe",20.08,0.184,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30363","Europe",19.764,0.184,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","9"
"30364","Europe",19.579,0.105,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30365","Europe",19.474,0.132,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30366","Europe",19.368,0.132,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30367","Europe",20.001,0.132,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30368","Europe",21.529,0.026,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30369","Europe",22.899,0.026,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30370","Europe",25.982,0.026,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30371","Europe",28.249,0.026,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30372","Europe",29.092,0,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30373","Europe",29.092,0,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30374","Europe",28.117,0,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30375","Europe",27.247,0.026,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30376","Europe",26.589,0.053,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30377","Europe",24.77,0.053,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30378","Europe",24.138,0.079,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30379","Europe",23.295,0.079,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30380","Europe",23.795,0.079,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30381","Europe",24.586,0.079,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30382","Europe",25.403,0.053,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30383","Europe",25.798,0.026,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30384","Europe",26.641,0.053,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30385","Europe",28.907,0.026,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30386","Europe",33.203,0.026,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30387","Europe",38.262,0.026,0,32.41,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30388","Europe",45.825,0.026,0,43.52,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30389","Europe",49.909,0.053,0,43.52,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30390","Europe",55.47,0.026,0,43.52,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30391","Europe",61.399,0.053,0,43.52,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30392","Europe",66.669,0.079,0,43.52,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30393","Europe",68.039,0.079,0,43.52,14.462,16.821,114.316,5.31,82.4,0.957,"no","10"
"30394","Europe",71.834,0.079,0,43.52,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30395","Europe",86.696,0.053,0,43.52,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30396","Europe",92.467,0.053,0,43.52,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30397","Europe",96.578,0.079,0,52.78,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30398","Europe",99.424,0.079,0,52.78,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30399","Europe",103.087,0.079,0,52.78,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30400","Europe",107.962,0.079,0,52.78,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30401","Europe",105.037,0.079,0,54.63,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30402","Europe",103.587,0.079,0,54.63,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30403","Europe",103.64,0.079,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30404","Europe",105.379,0.184,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30405","Europe",110.439,0.237,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30406","Europe",97.553,0.237,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30407","Europe",81.926,0.237,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30408","Europe",111.387,0.343,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30409","Europe",112.23,0.395,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30410","Europe",111.018,0.369,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30411","Europe",107.988,0.316,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30412","Europe",103.245,0.316,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30413","Europe",114.128,0.316,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30414","Europe",125.143,0.448,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30415","Europe",94.944,0.422,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30416","Europe",92.177,0.422,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30417","Europe",87.144,0.29,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30418","Europe",83.771,0.58,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30419","Europe",84.166,0.58,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30420","Europe",80.714,0.58,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30421","Europe",78.185,0.553,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","11"
"30422","Europe",75.734,0.527,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30423","Europe",71.175,0.922,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30424","Europe",69.12,0.975,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30425","Europe",68.724,0.685,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30426","Europe",66.59,0.685,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30427","Europe",65.747,0.685,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30428","Europe",67.776,0.711,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30429","Europe",67.354,0.264,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30430","Europe",69.884,0.764,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30431","Europe",69.515,0.87,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30432","Europe",71.939,0.87,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30433","Europe",70.622,0.87,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30434","Europe",69.33,0.896,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30435","Europe",70.859,0.896,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30436","Europe",73.441,1.08,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30437","Europe",72.545,0.58,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30438","Europe",72.941,0.448,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30439","Europe",73.23,0.448,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30440","Europe",76.472,0.448,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30441","Europe",79.107,0.316,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30442","Europe",81.162,0.264,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30443","Europe",82.822,0.501,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30444","Europe",83.139,0.448,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30445","Europe",80.135,0.448,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30446","Europe",81.584,0.448,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30447","Europe",83.112,0.448,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30448","Europe",85.616,0.632,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30449","Europe",88.172,0.738,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30450","Europe",93.679,0.395,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","12"
"30451","Europe",93.679,0.395,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30452","Europe",96.367,0.395,0,56.02,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30453","Europe",96.446,0.527,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30454","Europe",102.823,0.501,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30455","Europe",104.272,0.764,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30456","Europe",111.335,0.817,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30457","Europe",123.14,0.949,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30458","Europe",122.613,0.949,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30459","Europe",125.38,0.949,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30460","Europe",122.745,0.764,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30461","Europe",116.868,0.791,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30462","Europe",113.706,1.159,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30463","Europe",103.93,1.159,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30464","Europe",98.185,1.186,0,61.11,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30465","Europe",92.915,1.186,0,66.67,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30466","Europe",83.718,1.186,0,66.67,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30467","Europe",82.506,1.133,0.01,66.67,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30468","Europe",74.864,1.133,0.02,66.67,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30469","Europe",68.645,0.896,0.03,66.67,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30470","Europe",66.485,0.87,0.04,66.67,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30471","Europe",62.268,0.711,0.04,66.67,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30472","Europe",64.06,0.711,0.04,70.37,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30473","Europe",60.107,0.711,0.04,70.37,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30474","Europe",56.339,0.659,0.08,70.37,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30475","Europe",54.653,0.343,0.22,70.37,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30476","Europe",53.151,0.343,0.34,70.37,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30477","Europe",52.966,0.527,0.38,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30478","Europe",52.439,0.527,0.38,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30479","Europe",49.646,0.527,0.38,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","1"
"30480","Europe",51.622,0.474,0.44,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30481","Europe",49.488,0.474,0.6,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30482","Europe",51.016,0.659,0.76,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30483","Europe",50.278,0.474,0.85,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30484","Europe",49.014,0.474,0.86,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30485","Europe",45.008,0.474,1.1,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30486","Europe",42.136,0.264,1.26,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30487","Europe",46.194,0.264,1.33,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30488","Europe",45.825,0.264,1.33,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30489","Europe",45.562,0.264,1.33,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30490","Europe",45.746,0.29,1.35,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30491","Europe",47.485,0.264,1.39,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30492","Europe",51.412,0.395,1.58,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30493","Europe",53.045,0.395,1.78,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30494","Europe",49.303,0.395,1.86,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30495","Europe",50.674,0.395,1.87,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30496","Europe",53.52,0.395,1.87,73.15,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30497","Europe",50.173,0.395,1.87,71.3,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30498","Europe",52.914,0.395,1.97,67.59,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30499","Europe",58.395,0.343,2.84,67.59,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30500","Europe",64.745,0.395,3.03,67.59,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30501","Europe",66.168,0.395,3.03,67.59,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30502","Europe",65.193,0.395,3.03,67.59,14.462,16.821,114.316,5.31,82.4,0.957,"no","2"
"30503","Europe",78.448,0.395,3.04,67.59,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30504","Europe",81.32,0.395,3.11,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30505","Europe",90.491,0.316,3.44,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30506","Europe",95.366,0.264,3.9,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30507","Europe",103.719,0.264,3.91,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30508","Europe",106.328,0.237,3.91,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30509","Europe",111.993,0.237,3.99,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30510","Europe",111.888,0,4.31,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30511","Europe",119.846,0.184,4.61,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30512","Europe",125.512,0.184,4.77,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30513","Europe",144.88,0.184,4.77,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30514","Europe",145.855,0.211,4.78,69.44,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30515","Europe",157.344,0.237,4.79,71.3,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30516","Europe",167.331,0.422,4.82,71.3,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30517","Europe",171.6,0.237,4.85,71.3,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30518","Europe",173.814,0.237,4.87,71.3,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30519","Europe",172.918,0.237,4.87,71.3,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30520","Europe",171.258,0.237,4.87,71.3,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30521","Europe",177.345,0.237,4.87,71.3,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30522","Europe",173.524,0.211,4.95,71.3,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30523","Europe",168.174,0.211,5,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30524","Europe",170.362,0.211,5.02,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30525","Europe",160.928,0.211,5.02,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30526","Europe",160.849,0.29,5.02,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30527","Europe",160.427,0.316,5.09,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30528","Europe",157.449,0.448,5.22,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","3"
"30529","Europe",153.76,0.448,5.25,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30530","Europe",142.376,0.448,5.26,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30531","Europe",148.437,0.448,5.26,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30532","Europe",145.618,0.448,5.26,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30533","Europe",134.655,0.422,5.26,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30534","Europe",130.202,0.422,5.31,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30535","Europe",131.836,0.264,5.38,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30536","Europe",136.764,0.29,5.45,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30537","Europe",139.899,0.29,5.46,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30538","Europe",128.384,0.29,5.47,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30539","Europe",130.308,0.29,5.47,69.91,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30540","Europe",132.284,0.29,0,66.67,14.462,16.821,114.316,5.31,82.4,0.957,"no","4"
"30541","Asia",214.092,1.231,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30542","Asia",220.862,1.119,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30543","Asia",228.079,1.231,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30544","Asia",224.582,1.399,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30545","Asia",242.682,1.371,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30546","Asia",249.732,1.343,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30547","Asia",256.53,1.343,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30548","Asia",270.937,1.427,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30549","Asia",268.307,1.259,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30550","Asia",275.189,1.231,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30551","Asia",292.17,1.147,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30552","Asia",295.722,1.371,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30553","Asia",308.843,1.343,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30554","Asia",303.499,1.511,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30555","Asia",295.946,1.511,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30556","Asia",302.325,1.678,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30557","Asia",297.821,1.706,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30558","Asia",285.931,1.874,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30559","Asia",288.673,1.79,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30560","Asia",288.141,1.902,0,87.96,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30561","Asia",281.763,1.818,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30562","Asia",268.503,1.706,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30563","Asia",261.397,1.846,0,100,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30564","Asia",224.275,1.818,0,94.44,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30565","Asia",196.44,1.762,0,94.44,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30566","Asia",182.2,1.846,0,94.44,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30567","Asia",150.169,1.734,0,94.44,14.98,2.355,266.342,12.61,77.86,0.813,"no","7"
"30568","Asia",88.233,1.035,0,94.44,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30569","Asia",58.775,0.783,0,94.44,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30570","Asia",48.033,2.126,0,94.44,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30571","Asia",43.473,1.986,0,94.44,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30572","Asia",53.376,2.266,0,94.44,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30573","Asia",61.489,2.462,0,89.81,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30574","Asia",67.727,2.574,0,89.81,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30575","Asia",73.518,2.797,0,89.81,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30576","Asia",80.875,3.133,0,89.81,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30577","Asia",56.313,1.427,0,89.81,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30578","Asia",46.886,1.539,0,89.81,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30579","Asia",43.837,1.483,0,89.81,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30580","Asia",42.13,1.651,0,89.81,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30581","Asia",40.256,1.874,0,89.81,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30582","Asia",36.563,1.79,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30583","Asia",34.633,1.623,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30584","Asia",28.702,1.455,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30585","Asia",23.639,1.315,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30586","Asia",34.521,1.259,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30587","Asia",33.906,1.203,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30588","Asia",34.577,1.147,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30589","Asia",34.577,1.147,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30590","Asia",34.577,1.147,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30591","Asia",49.655,1.902,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30592","Asia",33.934,1.343,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","8"
"30593","Asia",35.696,1.315,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30594","Asia",31.052,1.203,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30595","Asia",38.465,1.539,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30596","Asia",38.465,1.539,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30597","Asia",44.928,1.371,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30598","Asia",46.494,1.483,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30599","Asia",56.257,1.734,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30600","Asia",54.747,1.595,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30601","Asia",74.805,1.455,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30602","Asia",80.959,1.567,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30603","Asia",85.883,1.539,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30604","Asia",91.114,1.511,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30605","Asia",95.562,1.567,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
"30606","Asia",95.562,1.567,0,86.11,14.98,2.355,266.342,12.61,77.86,0.813,"no","9"
